orig_sen_idx	condition	sen	counter_sen	token	full_npi	env	labels
50302	(1, 1, 1)	A person who cleaned the newest cup 	A person who cleaned the new cup 	yet	yet	superlative	downward
45476	(0, 1, 1)	The teenagers are being at the art galleries 	Are the teenagers being at the art galleries 	yet	yet	simplequestions	upward
26072	(1, 1, 1)	All actresses who do escape from some adults at 	More than three actresses who do escape from some adults at 	all	at all	quantifier	downward
13880	(0, 1, 1)	Some women had imagined that the movie theaters resemble a dish at 	None of the women had imagined that the movie theaters resemble a dish at 	all	at all	determiner_negation_biclausal	upward
16054	(0, 1, 1)	Some girls thought that 	None of the girls thought that 	any	any	determiner_negation_biclausal	upward
7703	(1, 1, 1)	If the adults love the documentaries 	While the adults love the documentaries 	yet	yet	conditional	downward
46772	(1, 1, 1)	Will the student scan the reports 	The student will scan the reports 	either	either	simplequestions	downward
51445	(0, 1, 1)	The patients who arrived at the small college campus in 	The patients who arrived at the smallest college campus in 	years	in years	superlative	upward
47241	(0, 1, 1)	The driver talked about the cheap hospitals that the children had 	The driver talked about the cheapest hospitals that the children had 	ever	ever	superlative	upward
48234	(1, 1, 1)	The schools could resemble the smallest car that 	The schools could resemble the small car that 	any	any	superlative	downward
43985	(1, 1, 1)	Is the pedestrian wearing the gloves at 	The pedestrian is wearing the gloves at 	all	at all	simplequestions	downward
45218	(0, 1, 1)	The person has known the people 	Has the person known the people 	yet	yet	simplequestions	upward
40789	(1, 1, 1)	These students are not imagining that 	These students are really imagining that 	any	any	sentential_negation_biclausal	downward
21144	(0, 1, 1)	Even the teacher had saluted in 	Only the teacher had saluted in 	years	in years	only	upward
42810	(1, 1, 1)	Has the child escaped from 	The child has escaped from 	any	any	simplequestions	downward
14266	(0, 1, 1)	Some cashier has thought that the men have baked in 	No cashier has thought that the men have baked in 	years	in years	determiner_negation_biclausal	upward
15868	(0, 1, 1)	Some person explains that the students do learn 	No person explains that the students do learn 	either	either	determiner_negation_biclausal	upward
46119	(1, 1, 1)	Has the teenager gone to the college campuses 	The teenager has gone to the college campuses 	either	either	simplequestions	downward
32214	(1, 1, 1)	The guests have wondered whether the men have exited high schools at 	The guests have said that the men have exited the high schools at 	all	at all	questions	downward
36122	(1, 1, 1)	A teenager did not say that the guy had chuckled 	A teenager did really say that the guy had chuckled 	yet	yet	sentential_negation_biclausal	downward
9346	(1, 1, 1)	If the boys have gone to the malls in 	While the boys have gone to the malls in 	years	in years	conditional	downward
2729	(0, 1, 1)	The women who sometimes observe fish at 	The women who hardly observe fish at 	all	at all	adverbs	upward
15349	(1, 1, 1)	No waitresses do imagine that the glasses are shrinking 	Some waitresses do imagine that the glasses are shrinking 	either	either	determiner_negation_biclausal	downward
51663	(0, 1, 1)	The senator who disliked the popular plays in 	The senator who disliked the most popular plays in 	years	in years	superlative	upward
8940	(1, 1, 1)	If the child drives to the movie theaters at 	While the child drives to the movie theaters at 	all	at all	conditional	downward
49514	(1, 1, 1)	A doctor who hugged the fastest boy at 	A doctor who hugged the fast boy at 	all	at all	superlative	downward
52443	(0, 1, 1)	The people who hugged the young guys 	The people who hugged the youngest guys 	either	either	superlative	upward
20705	(1, 1, 1)	Only the woman was worrying 	Even the woman was worrying 	yet	yet	only	downward
15184	(0, 1, 1)	Some doctor imagines that the patients described a driver 	No doctor imagines that the patients described a driver 	either	either	determiner_negation_biclausal	upward
4645	(1, 1, 1)	The pedestrian who rarely sang 	The pedestrian who often sang 	either	either	adverbs	downward
27058	(0, 1, 1)	A lot of boys who passed more than three hospitals in 	All boys who passed more than three hospitals in 	years	in years	quantifier	upward
37754	(1, 1, 1)	The boys have not thought that a guest has waved at 	The boys have really thought that a guest has waved at 	all	at all	sentential_negation_biclausal	downward
36688	(0, 1, 1)	The teenagers are really explaining that the books did resemble the rugs 	The teenagers are not explaining that the books did resemble the rugs 	yet	yet	sentential_negation_biclausal	upward
12562	(1, 1, 1)	No ladies were thinking that the essays have disagreed 	Some ladies were thinking that the essays have disagreed 	yet	yet	determiner_negation_biclausal	downward
14406	(0, 1, 1)	Some children had said that the movies criticized a lady in 	No children had said that the movies criticized a lady in 	years	in years	determiner_negation_biclausal	upward
34031	(1, 1, 1)	The adults have wondered whether the people bike to the art galleries 	The adults have said that the people bike to the art galleries 	either	either	questions	downward
30850	(0, 1, 1)	The dancers say that the person will listen to 	The dancers wonder whether the person will listen to 	any	any	questions	upward
20189	(0, 1, 1)	Even the guests were arriving at grocery stores 	Only the guests were arriving at grocery stores 	yet	yet	only	upward
27849	(0, 1, 1)	Men who have referenced some adults in 	Any men who have referenced some adults in 	years	in years	quantifier	upward
28914	(1, 1, 1)	Any doctors who would be at the high schools 	More than three doctors who would be at the high schools 	either	either	quantifier	downward
49577	(0, 1, 1)	The men who liked the new couch at 	The men who liked the newest couch at 	all	at all	superlative	upward
38836	(1, 1, 1)	The teenagers not imagined that the patients have testified in 	The teenagers really imagined that the patients have testified in 	years	in years	sentential_negation_biclausal	downward
1108	(0, 1, 1)	The adults who had always cleaned 	The adults who had barely cleaned 	any	any	adverbs	upward
36482	(1, 1, 1)	The teacher should not imagine that a teacher is protesting 	The teacher should really imagine that a teacher is protesting 	yet	yet	sentential_negation_biclausal	downward
8462	(1, 1, 1)	If the actors respect the people at 	While the actors respect the people at 	all	at all	conditional	downward
8224	(0, 1, 1)	While the children walk through the schools at 	If the children walk through the schools at 	all	at all	conditional	upward
7606	(0, 1, 1)	While the patient knows the waiters 	If the patient knows the waiters 	yet	yet	conditional	upward
7530	(1, 1, 1)	If the dancers know the students 	While the dancers know the students 	yet	yet	conditional	downward
12706	(0, 1, 1)	Some actress had explained that the customers have explained everything 	No actress had explained that the customers have explained everything 	yet	yet	determiner_negation_biclausal	upward
32430	(1, 1, 1)	The men have wondered whether the boys are escaping from doctors at 	The men have said that the boys are escaping from the doctors at 	all	at all	questions	downward
38504	(1, 1, 1)	The patient had not explained that the documentary has disagreed in 	The patient had really explained that the documentary has disagreed in 	years	in years	sentential_negation_biclausal	downward
33352	(0, 1, 1)	The guests have said that the children were buying chairs in 	The guests have wondered whether the children were buying the chairs in 	years	in years	questions	upward
40262	(0, 1, 1)	The men had really thought that 	The men had not thought that 	any	any	sentential_negation_biclausal	upward
8175	(1, 1, 1)	If the cashier sees the guys at 	While the cashier sees the guys at 	all	at all	conditional	downward
9362	(0, 1, 1)	While the waiter has worn the pants in 	If the waiter has worn the pants in 	years	in years	conditional	upward
42170	(1, 1, 1)	Were the men running around 	The men were running around 	any	any	simplequestions	downward
19413	(1, 1, 1)	Only the patients boycotted public parks at 	Even the patients boycotted public parks at 	all	at all	only	downward
27330	(0, 1, 1)	More than three cashiers who ran around cafes in 	All cashiers who ran around cafes in 	years	in years	quantifier	upward
48295	(1, 1, 1)	The grocery stores did resemble the most popular pedestrians that 	The grocery stores did resemble the popular pedestrians that 	any	any	superlative	downward
18416	(1, 1, 1)	Only the pedestrians were boycotting 	Even the pedestrians were boycotting 	any	any	only	downward
9326	(1, 1, 1)	If the actors had kissed the waiters in 	While the actors had kissed the waiters in 	years	in years	conditional	downward
52035	(1, 1, 1)	The driver who referenced the worst essay 	The driver who referenced the bad essay 	either	either	superlative	downward
14436	(0, 1, 1)	Some pedestrians explained that the newspaper articles won in 	No pedestrians explained that the newspaper articles won in 	years	in years	determiner_negation_biclausal	upward
27056	(0, 1, 1)	More than three actresses who had lifted the books in 	All actresses who had lifted the books in 	years	in years	quantifier	upward
36957	(1, 1, 1)	The lady would not say that the girl would drive to the school 	The lady would really say that the girl would drive to the school 	yet	yet	sentential_negation_biclausal	downward
19064	(0, 1, 1)	Even a guest talks about hospitals at 	Only a guest talks about hospitals at 	all	at all	only	upward
48710	(1, 1, 1)	The eyes would resemble the smallest reports that 	The eyes would resemble the small reports that 	any	any	superlative	downward
15006	(1, 1, 1)	No girl has said that the children would wear the gloves 	Some girl has said that the children would wear the gloves 	either	either	determiner_negation_biclausal	downward
33150	(0, 1, 1)	The students have said that the dancers buy chairs in 	The students have wondered whether the dancers buy the chairs in 	years	in years	questions	upward
9904	(1, 1, 1)	If the guy had respected the museums in 	While the guy had respected the museums in 	years	in years	conditional	downward
12408	(0, 1, 1)	Some guy is imagining that the teenagers had helped the waitresses 	No guy is imagining that the teenagers had helped the waitresses 	yet	yet	determiner_negation_biclausal	upward
40023	(1, 1, 1)	Those men had not imagined that 	Those men had really imagined that 	any	any	sentential_negation_biclausal	downward
28627	(0, 1, 1)	More than three people who talk to guys 	Any people who talk to guys 	either	either	quantifier	upward
47122	(0, 1, 1)	The customers do know the serious lady that the teachers had 	The customers do know the most serious lady that the teachers had 	ever	ever	superlative	upward
25514	(0, 1, 1)	The actor who examined more than three stories 	Every actor who examined more than three stories 	yet	yet	quantifier	upward
4916	(1, 1, 1)	A waitress who seldom hates stories 	A waitress who sometimes hates stories 	either	either	adverbs	downward
18146	(1, 1, 1)	Only the ladies should be at 	Even the ladies should be at 	any	any	only	downward
44414	(0, 1, 1)	The dancer had returned to the waiters in 	Had the dancer returned to the waiters in 	years	in years	simplequestions	upward
43794	(0, 1, 1)	The pedestrian was scanning the plays at 	Was the pedestrian scanning the plays at 	all	at all	simplequestions	upward
26777	(0, 1, 1)	Some drivers who would insult waitresses at 	All drivers who would insult waitresses at 	all	at all	quantifier	upward
27893	(0, 1, 1)	Some boy who talked to many dancers in 	Every boy who talked to many dancers in 	years	in years	quantifier	upward
15609	(0, 1, 1)	Some students are thinking that the men joked around 	No students are thinking that the men joked around 	either	either	determiner_negation_biclausal	upward
34865	(1, 1, 1)	The guests have wondered whether the cashiers were hugging the people 	The guests have said that the cashiers were hugging the people 	either	either	questions	downward
36522	(1, 1, 1)	A cashier is not thinking that the guys do negotiate 	A cashier is really thinking that the guys do negotiate 	yet	yet	sentential_negation_biclausal	downward
38936	(0, 1, 1)	A teenager has really explained that the lady had chuckled in 	A teenager has not explained that the lady had chuckled in 	years	in years	sentential_negation_biclausal	upward
22600	(0, 1, 1)	Even the cashiers stretch 	Only the cashiers stretch 	either	either	only	upward
1110	(1, 1, 1)	The women who have rarely ran around 	The women who have always ran around 	any	any	adverbs	downward
712	(1, 1, 1)	The waiter barely 	The waiter always 	ever	ever	adverbs	downward
37923	(1, 1, 1)	The guest has not thought that the patient could attack the woman at 	The guest has really thought that the patient could attack the woman at 	all	at all	sentential_negation_biclausal	downward
23288	(1, 1, 1)	Every pedestrian who is walking through 	Some pedestrian who is walking through 	any	any	quantifier	downward
27694	(0, 1, 1)	Some men who had hated patients in 	All men who had hated patients in 	years	in years	quantifier	upward
26680	(0, 1, 1)	Some student who was admiring the rugs at 	Every student who was admiring the rugs at 	all	at all	quantifier	upward
39266	(1, 1, 1)	The cashiers had not thought that the guy is boycotting the restaurant 	The cashiers had really thought that the guy is boycotting the restaurant 	either	either	sentential_negation_biclausal	downward
33546	(0, 1, 1)	The men have said that the customer could hug senators in 	The men have wondered whether the customer could hug the senators in 	years	in years	questions	upward
49780	(0, 1, 1)	The adults who bought the old cups at 	The adults who bought the oldest cups at 	all	at all	superlative	upward
8634	(1, 1, 1)	If the driver returns to the banks at 	While the driver returns to the banks at 	all	at all	conditional	downward
21240	(1, 1, 1)	Only the customer whispered in 	Even the customer whispered in 	years	in years	only	downward
1971	(0, 1, 1)	A guy who has always discussed 	A guy who has barely discussed 	any	any	adverbs	upward
33483	(0, 1, 1)	The girls have said that the customers were buying cars in 	The girls have wondered whether the customers were buying the cars in 	years	in years	questions	upward
38311	(1, 1, 1)	The guy not said that the newspaper articles had talked about the college campuses in 	The guy really said that the newspaper articles had talked about the college campuses in 	years	in years	sentential_negation_biclausal	downward
8967	(1, 1, 1)	If the driver criticizes the commentaries at 	While the driver criticizes the commentaries at 	all	at all	conditional	downward
44107	(0, 1, 1)	The patient had forgotten the ladies in 	Had the patient forgotten the ladies in 	years	in years	simplequestions	upward
49284	(0, 1, 1)	The children who remembered the young actors at 	The children who remembered the youngest actors at 	all	at all	superlative	upward
50634	(1, 1, 1)	A waitress who forgot the happiest waiter 	A waitress who forgot the happy waiter 	yet	yet	superlative	downward
22577	(1, 1, 1)	Only the women shrugged 	Even the women shrugged 	either	either	only	downward
12911	(1, 1, 1)	No drivers might think that the girls do escape from the waiters 	Some drivers might think that the girls do escape from the waiters 	yet	yet	determiner_negation_biclausal	downward
42965	(1, 1, 1)	Should the children admire 	The children should admire 	any	any	simplequestions	downward
22276	(0, 1, 1)	Even the guys whisper 	Only the guys whisper 	either	either	only	upward
12893	(1, 1, 1)	No people are imagining that the glasses had shrunk 	Some people are imagining that the glasses had shrunk 	yet	yet	determiner_negation_biclausal	downward
12568	(0, 1, 1)	Some doctors are saying that the hospitals resemble a woman 	None of the doctors are saying that the hospitals resemble a woman 	yet	yet	determiner_negation_biclausal	upward
4664	(1, 1, 1)	The boy who had seldom loved patients 	The boy who had sometimes loved patients 	either	either	adverbs	downward
26276	(1, 1, 1)	Every teenager who buys more than three reports at 	Some teenager who buys more than three reports at 	all	at all	quantifier	downward
48839	(0, 1, 1)	The glasses might resemble the popular newspaper articles that 	The glasses might resemble the most popular newspaper articles that 	any	any	superlative	upward
28218	(0, 1, 1)	The waitresses who might criticize a lot of reports 	All waitresses who might criticize a lot of reports 	either	either	quantifier	upward
22935	(0, 1, 1)	Even the customer did yell 	Only the customer did yell 	either	either	only	upward
9222	(1, 1, 1)	If the children had driven to the college campuses in 	While the children had driven to the college campuses in 	years	in years	conditional	downward
43661	(0, 1, 1)	The lady had escaped from the libraries at 	Had the lady escaped from the libraries at 	all	at all	simplequestions	upward
37230	(1, 1, 1)	The waiter has not thought that the library might resemble the cashier at 	The waiter has really thought that the library might resemble the cashier at 	all	at all	sentential_negation_biclausal	downward
24579	(1, 1, 1)	Every pedestrian who will 	Some pedestrian who will 	ever	ever	quantifier	downward
50323	(0, 1, 1)	The doctors who referenced the bad reports 	The doctors who referenced the worst reports 	yet	yet	superlative	upward
35363	(1, 1, 1)	The actor had not 	The actor had really 	ever	ever	sentential_negation_biclausal	downward
17027	(1, 1, 1)	Only the gals do 	Even the gals do 	ever	ever	only	downward
34151	(1, 1, 1)	The patients have wondered whether the teacher was discussing the students 	The patients have said that the teacher was discussing the students 	either	either	questions	downward
29531	(1, 1, 1)	The actors wonder whether the students 	The actors say that the students 	ever	ever	questions	downward
34566	(1, 1, 1)	The children have wondered whether the women kiss the men 	The children have said that the women kiss the men 	either	either	questions	downward
49178	(0, 1, 1)	The customers who described the big actors at 	The customers who described the biggest actors at 	all	at all	superlative	upward
39042	(0, 1, 1)	The boys are really thinking that a book has won 	The boys are not thinking that a book has won 	either	either	sentential_negation_biclausal	upward
39312	(0, 1, 1)	The students are really saying that the teenagers have exited the college campus 	The students are not saying that the teenagers have exited the college campus 	either	either	sentential_negation_biclausal	upward
33788	(0, 1, 1)	The dancers have said that the student explores art galleries in 	The dancers have wondered whether the student explores the art galleries in 	years	in years	questions	upward
37560	(1, 1, 1)	The patient is not explaining that a boy will take a book at 	The patient is really explaining that a boy will take a book at 	all	at all	sentential_negation_biclausal	downward
9266	(1, 1, 1)	If the guests had exited the grocery stores in 	While the guests had exited the grocery stores in 	years	in years	conditional	downward
31870	(0, 1, 1)	The girls have said that the senators forgot the actors 	The girls have wondered whether the senators forgot actors 	yet	yet	questions	upward
37036	(0, 1, 1)	The teachers have really imagined that the doctors would sell the hat at 	The teachers have not imagined that the doctors would sell the hat at 	all	at all	sentential_negation_biclausal	upward
13176	(1, 1, 1)	No man was thinking that the museums would resemble the documentaries at 	Some man was thinking that the museums would resemble the documentaries at 	all	at all	determiner_negation_biclausal	downward
21491	(1, 1, 1)	Only a dancer has answered in 	Even a dancer has answered in 	years	in years	only	downward
38057	(0, 1, 1)	The guys really imagined that the book had discussed the public park in 	The guys not imagined that the book had discussed the public park in 	years	in years	sentential_negation_biclausal	upward
46222	(0, 1, 1)	The girl had left the cashiers 	Had the girl left the cashiers 	either	either	simplequestions	upward
10713	(1, 1, 1)	If the customer exits the cafes 	While the customer exits the cafes 	either	either	conditional	downward
32142	(0, 1, 1)	The guests have said that the cashiers had kissed the men at 	The guests have wondered whether the cashiers had kissed men at 	all	at all	questions	upward
47761	(1, 1, 1)	The customer had ran around the oldest malls that the children had 	The customer had ran around the old malls that the children had 	ever	ever	superlative	downward
36528	(0, 1, 1)	The patients were really explaining that a book is referencing the actress 	The patients were not explaining that a book is referencing the actress 	yet	yet	sentential_negation_biclausal	upward
38872	(0, 1, 1)	The people really said that the men had studied in 	The people not said that the men had studied in 	years	in years	sentential_negation_biclausal	upward
20134	(1, 1, 1)	Only the doctor would leave girls 	Even the doctor would leave girls 	yet	yet	only	downward
31086	(0, 1, 1)	The waiters have said that the drivers hate the teenagers 	The waiters have wondered whether the drivers hate teenagers 	yet	yet	questions	upward
46121	(1, 1, 1)	Had the senator walked through the restaurants 	The senator had walked through the restaurants 	either	either	simplequestions	downward
9698	(0, 1, 1)	While the pedestrians have criticized the ladies in 	If the pedestrians have criticized the ladies in 	years	in years	conditional	upward
6514	(1, 1, 1)	If the person likes 	While the person likes 	any	any	conditional	downward
33838	(1, 1, 1)	The people have wondered whether the teenager is biking to the cafes in 	The people have said that the teenager is biking to cafes in 	years	in years	questions	downward
7180	(1, 1, 1)	If the waitresses hate the guys 	While the waitresses hate the guys 	yet	yet	conditional	downward
4214	(0, 1, 1)	The guys who had often sold dishes 	The guys who had seldom sold dishes 	either	either	adverbs	upward
20634	(1, 1, 1)	Only the lady should love humans 	Even the lady should love humans 	yet	yet	only	downward
1114	(1, 1, 1)	The cashiers who have hardly toured 	The cashiers who have sometimes toured 	any	any	adverbs	downward
18546	(1, 1, 1)	Only the drivers brought 	Even the drivers brought 	any	any	only	downward
29977	(1, 1, 1)	The teachers wonder whether the children 	The teachers say that the children 	ever	ever	questions	downward
37008	(1, 1, 1)	The customers were not thinking that the patient should swallow at 	The customers were really thinking that the patient should swallow at 	all	at all	sentential_negation_biclausal	downward
30959	(0, 1, 1)	The students say that the teenagers described 	The students wonder whether the teenagers described 	any	any	questions	upward
35870	(0, 1, 1)	The boys will really 	The boys will not 	ever	ever	sentential_negation_biclausal	upward
25737	(0, 1, 1)	The senator who ran around some movie theaters 	Every senator who ran around some movie theaters 	yet	yet	quantifier	upward
32859	(1, 1, 1)	The doctors have wondered whether the cashier was exiting museums at 	The doctors have said that the cashier was exiting the museums at 	all	at all	questions	downward
19460	(1, 1, 1)	Only the doctors did hug guys at 	Even the doctors did hug guys at 	all	at all	only	downward
26562	(1, 1, 1)	Any doctors who had worked with a lot of waitresses at 	Some doctors who had worked with a lot of waitresses at 	all	at all	quantifier	downward
30467	(1, 1, 1)	The women wonder whether the waiter returns to 	The women say that the waiter returns to 	any	any	questions	downward
51589	(0, 1, 1)	The ladies who broke the big cup in 	The ladies who broke the biggest cup in 	years	in years	superlative	upward
32218	(0, 1, 1)	The pedestrians have said that the doctor talks about the ladies at 	The pedestrians have wondered whether the doctor talks about ladies at 	all	at all	questions	upward
13159	(0, 1, 1)	Some teenager has explained that the waiters have scratched at 	No teenager has explained that the waiters have scratched at 	all	at all	determiner_negation_biclausal	upward
4173	(0, 1, 1)	The teachers who have often investigated doctors 	The teachers who have rarely investigated doctors 	either	either	adverbs	upward
14236	(0, 1, 1)	Some children explained that the boys boasted in 	None of the children explained that the boys boasted in 	years	in years	determiner_negation_biclausal	upward
6887	(1, 1, 1)	If the drivers tour 	While the drivers tour 	any	any	conditional	downward
4108	(0, 1, 1)	The guest who had always joked around 	The guest who had seldom joked around 	either	either	adverbs	upward
23818	(1, 1, 1)	Every adult who has seen 	The adult who has seen 	any	any	quantifier	downward
19857	(1, 1, 1)	Only the waitresses have forgotten books at 	Even the waitresses have forgotten books at 	all	at all	only	downward
16834	(1, 1, 1)	None of the pedestrians say that 	Some pedestrians say that 	any	any	determiner_negation_biclausal	downward
33419	(1, 1, 1)	The guests have wondered whether the doctor has seen the pants in 	The guests have said that the doctor has seen pants in 	years	in years	questions	downward
28163	(1, 1, 1)	All people who skate around many public parks 	Some people who skate around many public parks 	either	either	quantifier	downward
47220	(0, 1, 1)	The pedestrians had kissed the happy doctor that the movie had 	The pedestrians had kissed the happiest doctor that the movie had 	ever	ever	superlative	upward
6732	(0, 1, 1)	While the actor flees from 	If the actor flees from 	any	any	conditional	upward
36367	(1, 1, 1)	The patients have not imagined that the commentaries had described the high school 	The patients have really imagined that the commentaries had described the high school 	yet	yet	sentential_negation_biclausal	downward
25986	(1, 1, 1)	Every actor who drives to more than three public parks 	The actor who drives to more than three public parks 	yet	yet	quantifier	downward
8783	(1, 1, 1)	If the customer loves the patients at 	While the customer loves the patients at 	all	at all	conditional	downward
35367	(1, 1, 1)	The senator might not 	The senator might really 	ever	ever	sentential_negation_biclausal	downward
15394	(1, 1, 1)	None of the girls imagined that the movies won 	Some girls imagined that the movies won 	either	either	determiner_negation_biclausal	downward
40740	(1, 1, 1)	These drivers would not imagine that 	These drivers would really imagine that 	any	any	sentential_negation_biclausal	downward
6819	(0, 1, 1)	While the lady watches 	If the lady watches 	any	any	conditional	upward
12403	(0, 1, 1)	Some customers were explaining that the shoes shrank 	No customers were explaining that the shoes shrank 	yet	yet	determiner_negation_biclausal	upward
14405	(1, 1, 1)	No cashier imagined that the adults washed in 	Some cashier imagined that the adults washed in 	years	in years	determiner_negation_biclausal	downward
20567	(0, 1, 1)	Even an adult whispered 	Only an adult whispered 	yet	yet	only	upward
2339	(1, 1, 1)	The lady who has barely baked at 	The lady who has sometimes baked at 	all	at all	adverbs	downward
52064	(0, 1, 1)	The people who cared for the young actors 	The people who cared for the youngest actors 	either	either	superlative	upward
25892	(0, 1, 1)	More than three boys who bike to many libraries 	Any boys who bike to many libraries 	yet	yet	quantifier	upward
15728	(0, 1, 1)	Some students should imagine that the shoes would resemble the ladies 	No students should imagine that the shoes would resemble the ladies 	either	either	determiner_negation_biclausal	upward
26026	(0, 1, 1)	The student who does drive to more than three public parks at 	Every student who does drive to more than three public parks at 	all	at all	quantifier	upward
19751	(1, 1, 1)	Only the patients debate at 	Even the patients debate at 	all	at all	only	downward
50198	(0, 1, 1)	The actresses who praised the long books 	The actresses who praised the longest books 	yet	yet	superlative	upward
42855	(1, 1, 1)	Should the teacher discuss 	The teacher should discuss 	any	any	simplequestions	downward
35032	(1, 1, 1)	The patient might not 	The patient might really 	ever	ever	sentential_negation_biclausal	downward
43324	(0, 1, 1)	The actresses did know the children at 	Did the actresses know the children at 	all	at all	simplequestions	upward
30056	(1, 1, 1)	The doctors wonder whether the guys should clean 	The doctors say that the guys should clean 	any	any	questions	downward
29850	(1, 1, 1)	The patients wonder whether the waitresses 	The patients say that the waitresses 	ever	ever	questions	downward
36018	(0, 1, 1)	The cashiers were really saying that the doctors are bringing the books 	The cashiers were not saying that the doctors are bringing the books 	yet	yet	sentential_negation_biclausal	upward
20660	(1, 1, 1)	Only a pedestrian does cry 	Even a pedestrian does cry 	yet	yet	only	downward
52036	(1, 1, 1)	The cashier who went to the oldest cafes 	The cashier who went to the old cafes 	either	either	superlative	downward
2337	(0, 1, 1)	A man who often protests at 	A man who seldom protests at 	all	at all	adverbs	upward
23316	(1, 1, 1)	Any pedestrians who explored 	Many pedestrians who explored 	any	any	quantifier	downward
13125	(0, 1, 1)	Some teacher has explained that the shoes will resemble the person at 	No teacher has explained that the shoes will resemble the person at 	all	at all	determiner_negation_biclausal	upward
7387	(0, 1, 1)	While the students attack the women 	If the students attack the women 	yet	yet	conditional	upward
49057	(0, 1, 1)	A student who praised the good customer at 	A student who praised the best customer at 	all	at all	superlative	upward
38239	(0, 1, 1)	The girls have really explained that the drivers have laughed in 	The girls have not explained that the drivers have laughed in 	years	in years	sentential_negation_biclausal	upward
19146	(1, 1, 1)	Only the drivers had lied at 	Even the drivers had lied at 	all	at all	only	downward
39098	(0, 1, 1)	The cashier had really said that the adults were insulting the ladies 	The cashier had not said that the adults were insulting the ladies 	either	either	sentential_negation_biclausal	upward
10758	(0, 1, 1)	While the waiter leaves the teenagers 	If the waiter leaves the teenagers 	either	either	conditional	upward
18444	(1, 1, 1)	Only the girls were investigating 	Even the girls were investigating 	any	any	only	downward
5060	(1, 1, 1)	If the teachers 	While the teachers 	ever	ever	conditional	downward
51525	(1, 1, 1)	The boys who toured the oldest high school in 	The boys who toured the old high school in 	years	in years	superlative	downward
8380	(0, 1, 1)	While the boys observe the patients at 	If the boys observe the patients at 	all	at all	conditional	upward
51424	(0, 1, 1)	The pedestrians who praised the happy waitress in 	The pedestrians who praised the happiest waitress in 	years	in years	superlative	upward
50983	(0, 1, 1)	An actress who liked the big glasses 	An actress who liked the biggest glasses 	yet	yet	superlative	upward
21964	(1, 1, 1)	Only the boys have benefited in 	Even the boys have benefited in 	years	in years	only	downward
17350	(0, 1, 1)	Even the senator has 	Only the senator has 	ever	ever	only	upward
28577	(0, 1, 1)	Many men who sold the books 	All men who sold the books 	either	either	quantifier	upward
43716	(0, 1, 1)	The people will be at the restaurants at 	Will the people be at the restaurants at 	all	at all	simplequestions	upward
9458	(0, 1, 1)	While the doctors had helped the actors in 	If the doctors had helped the actors in 	years	in years	conditional	upward
25473	(0, 1, 1)	The waitress who is criticizing more than three customers 	Every waitress who is criticizing more than three customers 	yet	yet	quantifier	upward
40914	(1, 1, 1)	The actors were not thinking that 	The actors were really thinking that 	any	any	sentential_negation_biclausal	downward
19753	(0, 1, 1)	Even the actress was passing grocery stores at 	Only the actress was passing grocery stores at 	all	at all	only	upward
40798	(1, 1, 1)	Those drivers were not saying that 	Those drivers were really saying that 	any	any	sentential_negation_biclausal	downward
28251	(1, 1, 1)	Every pedestrian who approaches a lot of people 	Some pedestrian who approaches a lot of people 	either	either	quantifier	downward
51441	(1, 1, 1)	The ladies who discussed the most popular guy in 	The ladies who discussed the popular guy in 	years	in years	superlative	downward
36326	(1, 1, 1)	The ladies can not imagine that the movie theater should resemble the waiter 	The ladies can really imagine that the movie theater should resemble the waiter 	yet	yet	sentential_negation_biclausal	downward
33040	(1, 1, 1)	The students have wondered whether the child has passed the hospitals in 	The students have said that the child has passed hospitals in 	years	in years	questions	downward
17558	(0, 1, 1)	Even the actresses have 	Only the actresses have 	ever	ever	only	upward
43577	(0, 1, 1)	The people have biked to the restaurants at 	Have the people biked to the restaurants at 	all	at all	simplequestions	upward
52679	(1, 1, 1)	The actor who praised the most important doctors 	The actor who praised the important doctors 	either	either	superlative	downward
16000	(1, 1, 1)	None of the ladies say that 	Some ladies say that 	any	any	determiner_negation_biclausal	downward
13701	(0, 1, 1)	Some actors said that the waitresses suffer at 	No actors said that the waitresses suffer at 	all	at all	determiner_negation_biclausal	upward
37213	(0, 1, 1)	The drivers have really imagined that the driver has attacked the waitresses at 	The drivers have not imagined that the driver has attacked the waitresses at 	all	at all	sentential_negation_biclausal	upward
10873	(1, 1, 1)	If the cashiers arrive at the malls 	While the cashiers arrive at the malls 	either	either	conditional	downward
3410	(0, 1, 1)	The guys who had sometimes examined brochures in 	The guys who had seldom examined brochures in 	years	in years	adverbs	upward
30316	(0, 1, 1)	The girls say that the women have disliked 	The girls wonder whether the women have disliked 	any	any	questions	upward
38563	(0, 1, 1)	A lady had really imagined that the boy has stretched in 	A lady had not imagined that the boy has stretched in 	years	in years	sentential_negation_biclausal	upward
9234	(0, 1, 1)	While the men have kissed the ladies in 	If the men have kissed the ladies in 	years	in years	conditional	upward
18185	(0, 1, 1)	Even the waitresses hug 	Only the waitresses hug 	any	any	only	upward
7653	(1, 1, 1)	If the actors break the cups 	While the actors break the cups 	yet	yet	conditional	downward
22138	(1, 1, 1)	Only a woman has saluted 	Even a woman has saluted 	either	either	only	downward
52079	(0, 1, 1)	A dancer who attacked the young teacher 	A dancer who attacked the youngest teacher 	either	either	superlative	upward
